name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_NM,torque_rpm
Tata,0.11538461538461539,600000,50000,Diesel,Individual,0,First Owner,22.95,1248,74.0,5,190.0,1750.0
Hyundai,0.19230769230769232,500000,50000,Diesel,Individual,0,Second Owner,24.4,1120,71.0,5,180.4,1750.0
Tata,0.19230769230769232,425000,80000,Diesel,Individual,0,First Owner,23.0,1248,88.7,5,200.0,1750.0
Hyundai,0.6538461538461539,108000,200000,Diesel,Individual,0,Second Owner,13.1,1493,82.0,5,187.0,2500.0
Toyota,0.19230769230769232,1030000,190000,Diesel,Individual,0,First Owner,12.99,2494,100.6,7,200.0,1400.0
Maruti,0.19230769230769232,360000,34000,Petrol,Individual,0,First Owner,20.51,998,67.04,5,90.0,3500.0
Volkswagen,0.3076923076923077,290000,80000,Petrol,Individual,0,Second Owner,16.47,1198,73.9,5,110.0,3750.0
Maruti,0.6538461538461539,70000,20000,Diesel,Individual,0,First Owner,15.9,1527,57.0,5,96.0,2500.0
Tata,0.3076923076923077,320000,70000,Diesel,Individual,0,Second Owner,15.3,2956,83.8,7,250.0,1000.0
Hyundai,0.23076923076923078,755000,29340,Diesel,Individual,0,First Owner,22.32,1582,126.32,5,259.8,1900.0
Ford,0.34615384615384615,215000,120000,Diesel,Individual,0,First Owner,20.0,1399,68.0,5,160.0,2000.0
Toyota,0.34615384615384615,735000,200000,Diesel,Individual,0,Second Owner,12.8,2494,102.0,7,20.4,1400.0
Hyundai,0.5,190000,70000,Petrol,Individual,0,Second Owner,19.81,1086,68.05,5,99.04,4500.0
Toyota,0.23076923076923078,1365000,80800,Diesel,Individual,0,Second Owner,12.99,2494,100.6,8,200.0,1400.0
Honda,0.07692307692307693,675000,24265,Petrol,Dealer,0,First Owner,18.7,1199,88.7,5,110.0,4800.0
Maruti,0.23076923076923078,438999,81000,Diesel,Dealer,0,First Owner,23.4,1248,74.0,5,190.0,2000.0
Renault,0.19230769230769232,550000,240000,Diesel,Individual,0,First Owner,19.98,1461,108.5,7,245.0,1750.0
Maruti,0.2692307692307692,409999,35000,Petrol,Individual,0,First Owner,19.1,1197,85.8,5,114.0,4000.0
Renault,0.038461538461538464,350000,15000,Petrol,Individual,0,First Owner,25.17,799,53.3,5,72.0,4386.0
Chevrolet,0.3076923076923077,135000,49000,Diesel,Individual,0,Third Owner,25.44,936,57.6,5,150.0,1750.0
Toyota,0.15384615384615385,1490000,56900,Diesel,Individual,0,Second Owner,13.68,2393,147.8,8,343.0,1400.0
Maruti,0.23076923076923078,520000,70000,Diesel,Individual,0,Second Owner,25.2,1248,74.0,5,190.0,2000.0
Maruti,0.38461538461538464,315000,180000,Diesel,Individual,0,First Owner,19.3,1248,73.9,5,190.0,2000.0
Maruti,0.38461538461538464,235000,50000,Petrol,Individual,0,First Owner,19.0,998,66.1,5,90.0,3500.0
Hyundai,0.5769230769230769,80500,50000,Petrol,Individual,0,Third Owner,13.2,1495,94.0,5,12.5,3.0
Maruti,0.2692307692307692,375000,88200,Diesel,Individual,0,First Owner,23.2,1248,73.94,5,190.0,2000.0
Maruti,0.5384615384615384,189000,93000,Petrol,Individual,0,Second Owner,16.1,1197,85.0,5,113.0,4.0
Honda,0.11538461538461539,550000,120000,Diesel,Individual,0,First Owner,25.8,1498,98.6,5,200.0,1750.0
Ford,0.34615384615384615,260000,110000,Diesel,Individual,0,Second Owner,17.8,1399,68.0,5,16.3,2.0
Maruti,0.19230769230769232,300000,40000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Honda,0.38461538461538464,350000,120000,Petrol,Individual,0,Second Owner,17.0,1497,118.0,5,146.0,4800.0
Maruti,0.038461538461538464,892000,10000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Fiat,0.3076923076923077,285000,70000,Diesel,Individual,0,Second Owner,20.3,1248,92.0,5,209.0,2000.0
Hyundai,0.3076923076923077,300000,60000,LPG,Individual,0,First Owner,19.2,1086,68.05,5,99.04,4500.0
Maruti,0.15384615384615385,620000,90000,Diesel,Individual,0,First Owner,28.09,1248,88.5,5,200.0,1750.0
Maruti,0.11538461538461539,750000,90000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Maruti,0.15384615384615385,270000,35000,Petrol,Individual,0,First Owner,22.74,796,47.3,5,69.0,3500.0
Hyundai,0.3076923076923077,300000,40000,Petrol,Individual,0,Second Owner,17.92,1086,62.1,5,96.1,3000.0
Tata,0.34615384615384615,220000,80000,Diesel,Individual,0,First Owner,23.03,1396,69.0,5,140.0,1800.0
Maruti,0.3076923076923077,260000,99000,Petrol,Individual,0,Second Owner,15.5,1586,103.3,5,145.0,4100.0
Maruti,0.038461538461538464,600000,7500,Petrol,Individual,1,First Owner,21.21,1197,81.8,5,113.0,4200.0
Tata,0.19230769230769232,80000,60000,Petrol,Individual,0,First Owner,23.9,624,37.48,4,51.0,4000.0
Hyundai,0.15384615384615385,300000,40800,Petrol,Individual,0,First Owner,21.1,814,55.2,5,74.5,4000.0
Tata,0.19230769230769232,300000,70000,Petrol,Individual,0,First Owner,17.57,1193,88.7,5,140.0,1500.0
Mahindra,0.15384615384615385,400000,100000,Petrol,Individual,0,First Owner,18.15,1198,82.0,5,115.0,3500.0
Maruti,0.15384615384615385,550000,8588,Petrol,Individual,0,First Owner,22.0,1197,81.8,5,113.0,4200.0
Honda,0.038461538461538464,1200000,40000,Diesel,Individual,0,First Owner,25.6,1498,97.9,5,200.0,1750.0
Ford,0.19230769230769232,500000,60000,Diesel,Individual,0,First Owner,25.83,1498,99.0,5,215.0,1750.0
Maruti,0.5769230769230769,93000,80000,Petrol,Individual,0,Third Owner,15.9,1298,85.0,5,110.0,4500.0
Honda,0.23076923076923078,500000,110000,Diesel,Individual,0,First Owner,26.0,1498,98.6,5,200.0,1750.0
Toyota,0.07692307692307693,670000,150000,Diesel,Individual,0,First Owner,23.59,1364,67.05,5,170.0,1800.0
Toyota,0.3076923076923077,750000,120000,Diesel,Individual,0,Second Owner,12.8,2494,102.0,7,20.4,1400.0
Maruti,0.11538461538461539,370000,30000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Maruti,0.3076923076923077,100000,70000,Petrol,Individual,0,Second Owner,16.1,796,37.0,4,59.0,2500.0
Hyundai,0.15384615384615385,425000,50000,Petrol,Individual,0,First Owner,19.81,1086,68.05,5,99.04,4500.0
Toyota,0.5384615384615384,370000,305000,Diesel,Individual,0,Fourth & Above Owner,12.8,2494,102.0,8,20.4,1400.0
Tata,0.4230769230769231,229999,212000,Diesel,Individual,0,Third Owner,11.57,2179,138.1,7,320.0,1700.0
Maruti,0.15384615384615385,850000,35000,Diesel,Individual,0,First Owner,24.52,1248,88.5,7,200.0,1750.0
Mahindra,0.07692307692307693,750000,22000,Diesel,Individual,0,First Owner,21.03,1461,65.0,5,160.0,2000.0
Tata,0.38461538461538464,235000,50000,Diesel,Individual,0,First Owner,10.71,1948,90.0,14,190.0,2000.0
Honda,0.11538461538461539,700000,70000,Diesel,Individual,0,First Owner,25.5,1498,98.6,5,200.0,1750.0
Hyundai,0.15384615384615385,480000,56000,Diesel,Individual,0,First Owner,24.0,1120,70.0,5,160.0,1500.0
Tata,0.15384615384615385,475000,50000,Diesel,Individual,0,First Owner,22.95,1248,74.0,5,190.0,1750.0
Skoda,0.19230769230769232,610000,120000,Diesel,Individual,0,First Owner,21.14,1498,103.52,5,250.0,1500.0
Toyota,0.34615384615384615,650000,120000,Diesel,Individual,0,Second Owner,12.8,2494,102.0,8,20.4,1400.0
Honda,0.11538461538461539,800000,70000,Diesel,Individual,0,First Owner,25.5,1498,98.6,5,200.0,1750.0
Tata,0.19230769230769232,520000,120000,Diesel,Individual,0,First Owner,11.57,2179,138.1,7,320.0,1700.0
Tata,0.23076923076923078,160000,90000,Diesel,Individual,0,First Owner,25.0,1396,69.0,5,140.0,1800.0
Maruti,0.07692307692307693,1000000,70000,Diesel,Individual,0,First Owner,25.1,1248,88.5,5,200.0,1750.0
Maruti,0.19230769230769232,700000,120000,Diesel,Individual,0,Second Owner,20.77,1248,88.76,7,200.0,1750.0
Honda,0.11538461538461539,590000,70000,Diesel,Individual,0,Second Owner,25.8,1498,98.6,5,200.0,1750.0
Maruti,0.6923076923076923,140000,80000,Petrol,Individual,0,Second Owner,18.9,998,67.1,5,90.0,3500.0
Mahindra,0.11538461538461539,725000,100000,Diesel,Individual,0,Second Owner,18.49,1493,100.0,7,240.0,1600.0
Toyota,0.11538461538461539,1680000,157000,Diesel,Individual,0,First Owner,13.68,2393,147.8,7,343.0,1400.0
Maruti,0.19230769230769232,550000,50000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Maruti,0.3076923076923077,240000,90000,Diesel,Individual,0,Second Owner,23.2,1248,73.94,5,190.0,2000.0
Chevrolet,0.2692307692307692,667000,65000,Diesel,Individual,0,First Owner,14.6,2231,184.0,7,424.0,2000.0
Honda,0.11538461538461539,670000,50000,Diesel,Individual,0,First Owner,27.3,1498,98.6,5,200.0,1750.0
Maruti,0.19230769230769232,550000,110000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Maruti,0.19230769230769232,400000,30000,Petrol,Individual,0,First Owner,23.1,998,67.04,5,90.0,3500.0
Hyundai,0.23076923076923078,545000,80000,Diesel,Individual,0,Second Owner,22.32,1582,126.32,5,259.8,1900.0
Maruti,0.19230769230769232,599000,70000,Petrol,Individual,0,First Owner,16.02,1373,93.7,7,130.0,4000.0
Hyundai,0.15384615384615385,725000,100000,Diesel,Individual,0,First Owner,21.38,1396,88.7,5,219.7,1500.0
Honda,0.19230769230769232,525000,120000,Petrol,Individual,0,Second Owner,17.4,1497,117.3,5,145.0,4600.0
Maruti,0.34615384615384615,204999,85000,Diesel,Individual,0,Second Owner,21.1,1248,73.9,5,113.0,4500.0
Skoda,0.3076923076923077,190000,110000,Diesel,Individual,0,First Owner,21.0,1199,75.0,5,180.0,2000.0
Hyundai,0.19230769230769232,310000,60000,Diesel,Individual,0,Fourth & Above Owner,24.0,1120,70.0,5,160.0,1500.0
Hyundai,0.15384615384615385,380000,90000,Diesel,Individual,0,Second Owner,24.0,1120,70.0,5,160.0,1500.0
Maruti,0.3076923076923077,204000,110000,Petrol,Individual,0,Third Owner,20.92,998,67.1,5,90.0,3500.0
Hyundai,0.07692307692307693,350000,25000,Petrol,Individual,0,First Owner,20.3,998,68.05,5,94.14,3500.0
Volkswagen,0.2692307692307692,350000,100000,Diesel,Individual,0,First Owner,20.54,1598,103.6,5,250.0,1500.0
Ford,0.3076923076923077,175000,120000,Diesel,Individual,0,Second Owner,20.0,1399,68.0,5,160.0,2000.0
Volkswagen,0.34615384615384615,340000,90000,Diesel,Individual,0,First Owner,20.54,1598,103.6,5,250.0,1500.0
Honda,0.11538461538461539,950000,35000,Petrol,Individual,0,First Owner,17.4,1497,117.6,5,145.0,4600.0
Honda,0.11538461538461539,894999,35000,Petrol,Individual,0,First Owner,17.8,1497,117.3,5,145.0,4600.0
Tata,0.23076923076923078,350000,101200,Diesel,Individual,0,Second Owner,15.3,2956,83.83,7,250.0,1000.0
Tata,0.5769230769230769,100000,90000,Petrol,Individual,0,Second Owner,12.8,1396,85.0,5,12.0,3.0
Maruti,0.15384615384615385,550000,76000,Diesel,Individual,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Tata,0.6153846153846154,100000,60000,Diesel,Individual,0,Third Owner,16.1,1405,70.0,5,13.5,2.0
Mahindra,0.15384615384615385,800000,90000,Diesel,Individual,0,First Owner,16.0,2179,140.0,7,330.0,1600.0
Mahindra,0.2692307692307692,525000,80000,Diesel,Individual,0,Second Owner,15.96,2523,62.1,7,195.0,1400.0
Tata,0.46153846153846156,500000,179150,Diesel,Individual,0,Second Owner,11.57,2179,138.1,7,320.0,1700.0
Maruti,0.6538461538461539,42000,62000,Petrol,Individual,0,First Owner,16.1,796,37.0,4,59.0,2500.0
Maruti,0.4230769230769231,190000,160000,Petrol,Individual,0,Third Owner,17.5,1197,85.8,5,114.0,4000.0
Maruti,0.038461538461538464,694000,35000,Diesel,Individual,0,First Owner,28.4,1248,74.02,5,190.0,2000.0
Mahindra,0.15384615384615385,861999,120000,Diesel,Individual,1,First Owner,16.0,2179,140.0,7,330.0,1600.0
Honda,0.11538461538461539,650000,50000,Diesel,Individual,0,First Owner,25.8,1498,98.6,5,200.0,1750.0
Maruti,0.34615384615384615,310000,70000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Maruti,0.2692307692307692,360000,97000,Diesel,Individual,0,First Owner,22.9,1248,74.0,5,190.0,2000.0
Maruti,0.34615384615384615,240000,90000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Mahindra,0.3076923076923077,500000,84487,Diesel,Individual,0,Fourth & Above Owner,15.1,2179,140.0,7,330.0,1600.0
Toyota,0.38461538461538464,475000,100000,Diesel,Individual,0,Second Owner,12.8,2494,102.0,7,20.4,1400.0
Maruti,0.5,100000,60000,Petrol,Individual,0,Third Owner,19.7,796,46.3,5,62.0,3000.0
Maruti,0.4230769230769231,200000,110000,Petrol,Individual,0,Third Owner,15.0,1586,104.68,5,145.0,4.0
Toyota,0.5384615384615384,430000,264000,Diesel,Individual,0,First Owner,12.8,2494,102.0,8,20.4,1400.0
Mahindra,0.38461538461538464,245000,146000,Diesel,Individual,0,Fourth & Above Owner,14.0,2498,112.0,7,260.0,1800.0
Maruti,0.23076923076923078,450000,70000,Diesel,Individual,0,First Owner,23.4,1248,74.0,5,190.0,2000.0
Maruti,0.11538461538461539,800000,51146,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Maruti,0.34615384615384615,215000,40000,Petrol,Individual,0,First Owner,21.1,1197,85.8,5,114.0,4000.0
Maruti,0.11538461538461539,760000,50000,Diesel,Individual,0,First Owner,24.3,1248,88.5,5,200.0,1750.0
Volkswagen,0.19230769230769232,416000,80000,Diesel,Individual,0,First Owner,20.14,1498,88.8,5,230.0,1500.0
Maruti,0.34615384615384615,195000,120000,Petrol,Individual,0,First Owner,18.9,998,67.1,5,90.0,3500.0
Maruti,0.11538461538461539,325000,23000,Petrol,Individual,0,First Owner,24.7,796,47.3,5,69.0,3500.0
Maruti,0.38461538461538464,145000,70000,Petrol,Individual,0,Second Owner,20.92,998,67.1,5,90.0,3500.0
Maruti,0.07692307692307693,675000,23000,Diesel,Individual,0,First Owner,28.4,1248,74.0,5,190.0,2000.0
Maruti,0.15384615384615385,340000,30000,Petrol,Individual,0,Second Owner,20.51,998,67.04,5,90.0,3500.0
Tata,0.34615384615384615,340000,50000,Diesel,Individual,0,First Owner,19.0,1248,90.0,5,200.0,1750.0
Maruti,0.23076923076923078,260000,40000,Petrol,Individual,0,First Owner,16.8,796,34.2,5,59.0,2500.0
Maruti,0.19230769230769232,300000,50000,Petrol,Individual,0,First Owner,22.74,796,47.3,5,69.0,3500.0
Maruti,0.5,75000,60000,Petrol,Individual,0,Second Owner,16.1,796,37.0,4,59.0,2500.0
Tata,0.34615384615384615,350000,80000,Diesel,Individual,0,First Owner,19.4,1405,70.0,5,135.4,2500.0
Tata,0.38461538461538464,170000,150000,Diesel,Individual,0,Third Owner,21.12,1248,88.8,5,200.0,1750.0
Maruti,0.07692307692307693,600000,40000,Petrol,Individual,0,First Owner,19.0,1197,85.8,5,114.0,4000.0
Honda,0.38461538461538464,800000,25000,Petrol,Individual,1,First Owner,16.8,1497,118.0,5,146.0,4800.0
Force,0.07692307692307693,850000,120000,Diesel,Individual,0,Second Owner,17.0,2650,80.84,7,230.0,1800.0
Mahindra,0.23076923076923078,980000,120000,Diesel,Individual,0,Second Owner,15.1,2179,140.0,7,330.0,1600.0
Ford,0.34615384615384615,850000,298000,Diesel,Individual,0,Second Owner,13.1,2499,141.0,7,330.0,1800.0
Tata,0.3076923076923077,340000,270000,Diesel,Individual,0,Third Owner,14.07,2956,68.4,7,223.0,1600.0
Maruti,0.07692307692307693,900000,50000,Diesel,Individual,1,Second Owner,24.3,1248,88.5,5,200.0,1750.0
Maruti,0.38461538461538464,310000,120000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Maruti,0.2692307692307692,600000,60000,Diesel,Individual,0,Third Owner,20.77,1248,88.8,7,200.0,1750.0
Maruti,0.46153846153846156,270000,149000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Hyundai,0.038461538461538464,509999,5000,Petrol,Individual,0,First Owner,20.3,1086,68.0,5,99.0,4500.0
Tata,0.2692307692307692,225000,70000,Diesel,Individual,0,Second Owner,19.4,1405,70.0,5,135.4,2500.0
Hyundai,0.19230769230769232,280000,55000,Petrol,Individual,0,First Owner,20.36,1197,78.9,5,111.7,4000.0
Tata,0.15384615384615385,490000,100000,Diesel,Individual,0,First Owner,27.28,1047,69.0,5,140.0,1800.0
Mahindra,0.2692307692307692,440000,120000,Diesel,Individual,0,First Owner,15.96,2523,62.1,9,195.0,1440.0
Tata,0.23076923076923078,500000,291977,Diesel,Individual,0,First Owner,14.0,2179,138.1,7,320.0,1700.0
Honda,0.5769230769230769,476999,85000,Petrol,Individual,0,Third Owner,11.1,2354,158.8,5,218.0,4200.0
Hyundai,0.19230769230769232,590000,70000,Petrol,Individual,0,Third Owner,17.19,1197,81.86,5,114.73,4000.0
Ford,0.38461538461538464,500000,120000,Diesel,Individual,0,First Owner,13.1,2499,141.0,7,330.0,1800.0
Ford,0.19230769230769232,600000,40000,Diesel,Individual,0,First Owner,22.77,1498,98.59,5,205.0,1750.0
Mahindra,0.15384615384615385,750000,70000,Diesel,Individual,0,First Owner,15.4,1997,120.0,7,280.0,1800.0
BMW,0.11538461538461539,2950000,39000,Diesel,Dealer,1,First Owner,19.59,1995,187.74,5,380.0,1750.0
BMW,0.038461538461538464,5200000,10000,Diesel,Dealer,1,First Owner,18.12,1995,190.0,5,400.0,1750.0
Volkswagen,0.038461538461538464,695000,36800,Diesel,Dealer,0,First Owner,20.14,1498,88.0,5,230.0,1500.0
Maruti,0.07692307692307693,690000,52200,Diesel,Dealer,0,First Owner,26.59,1248,74.0,5,190.0,2000.0
Hyundai,0.15384615384615385,409999,78000,Diesel,Dealer,0,First Owner,24.0,1186,73.97,5,190.24,1750.0
Tata,0.0,1650000,16000,Diesel,Dealer,0,First Owner,17.0,1956,167.67,5,350.0,1750.0
Audi,0.15384615384615385,2375000,30000,Diesel,Dealer,1,First Owner,15.73,1968,174.33,5,380.0,1750.0
Hyundai,0.11538461538461539,525000,29000,Diesel,Dealer,0,Second Owner,24.0,1186,73.97,5,190.24,1750.0
Jeep,0.038461538461538464,2150000,25000,Diesel,Dealer,0,First Owner,16.3,1956,170.63,5,350.0,1750.0
Mahindra,0.2692307692307692,540000,60000,Diesel,Individual,0,Second Owner,15.1,2179,140.0,7,330.0,1600.0
Toyota,0.11538461538461539,2750000,60000,Diesel,Dealer,1,Second Owner,12.55,2982,168.5,7,360.0,1400.0
Mahindra,0.15384615384615385,1000000,112000,Diesel,Dealer,0,Second Owner,15.4,1997,120.0,7,280.0,1800.0
Audi,0.07692307692307693,2900000,15000,Diesel,Dealer,1,First Owner,18.25,1968,187.74,5,400.0,1750.0
Mahindra,0.11538461538461539,725000,40000,Diesel,Dealer,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Maruti,0.07692307692307693,975000,36000,Diesel,Dealer,0,First Owner,28.09,1248,88.5,5,200.0,1750.0
Maruti,0.15384615384615385,355000,60000,Petrol,Dealer,0,First Owner,21.79,998,67.05,5,90.0,3500.0
Honda,0.46153846153846156,400000,120000,Petrol,Individual,0,First Owner,11.1,2354,158.8,5,218.0,4200.0
Maruti,0.19230769230769232,265000,48000,Petrol,Dealer,0,First Owner,24.7,796,47.3,5,69.0,3500.0
Volkswagen,0.07692307692307693,650000,40000,Diesel,Dealer,0,First Owner,20.14,1498,88.0,5,230.0,1500.0
Maruti,0.11538461538461539,720000,60000,Diesel,Individual,0,First Owner,28.09,1248,88.5,5,200.0,1750.0
Hyundai,0.15384615384615385,850000,25000,Petrol,Individual,0,First Owner,17.01,1591,121.3,5,154.9,4200.0
Maruti,0.19230769230769232,290000,42000,Petrol,Individual,0,First Owner,23.95,998,67.05,5,90.0,3500.0
Mercedes-Benz,0.38461538461538464,1200000,35000,Petrol,Individual,1,Second Owner,10.93,2497,204.0,5,245.0,5000.0
Mahindra,0.15384615384615385,600000,90000,Diesel,Individual,1,Second Owner,18.49,1493,100.0,7,230.0,1500.0
Maruti,0.34615384615384615,300000,90000,Diesel,Individual,0,Second Owner,21.1,1248,73.9,5,113.0,4500.0
Renault,0.3076923076923077,225000,110000,Diesel,Individual,0,Second Owner,23.08,1461,63.12,5,160.0,2000.0
Maruti,0.4230769230769231,240000,70000,Diesel,Individual,0,Second Owner,19.3,1248,73.9,5,190.0,2000.0
Hyundai,0.23076923076923078,700000,80000,Diesel,Individual,0,First Owner,22.32,1582,126.32,5,259.8,1900.0
Maruti,0.23076923076923078,470000,70000,Diesel,Individual,0,Second Owner,25.2,1248,74.0,5,190.0,2000.0
Hyundai,0.15384615384615385,800000,80000,Diesel,Individual,0,First Owner,21.19,1396,88.73,5,219.66,1500.0
Renault,0.3076923076923077,450000,90000,Diesel,Individual,0,First Owner,19.01,1461,108.45,5,248.0,2250.0
Tata,0.5,90000,90000,Diesel,Individual,0,Third Owner,17.2,1396,53.5,5,8.5,2.0
Toyota,0.38461538461538464,450000,120000,Diesel,Individual,0,Second Owner,21.43,1364,87.2,5,205.0,1800.0
Toyota,0.11538461538461539,1465000,62000,Diesel,Dealer,1,First Owner,11.36,2755,171.5,7,360.0,1200.0
Hyundai,0.15384615384615385,925000,79000,Diesel,Dealer,0,First Owner,19.67,1582,126.2,5,259.9,1900.0
Toyota,0.15384615384615385,1385000,60000,Diesel,Dealer,0,Second Owner,13.68,2393,147.8,7,343.0,1400.0
Toyota,0.19230769230769232,2000000,20000,Diesel,Individual,0,First Owner,12.55,2982,168.5,7,343.0,1400.0
Tata,0.6153846153846154,80000,248200,Diesel,Individual,0,Second Owner,16.1,1405,70.0,5,13.5,2.0
Mahindra,0.5,300000,110000,Diesel,Individual,0,Second Owner,10.5,2179,120.0,7,290.0,1800.0
Maruti,0.4230769230769231,360000,100000,Diesel,Individual,0,First Owner,19.3,1248,73.9,5,190.0,2000.0
Hyundai,0.38461538461538464,320000,70000,Diesel,Individual,0,Second Owner,16.2,1493,110.0,5,24.0,1900.0
Ambassador,1.0,99000,100000,Diesel,Individual,0,Second Owner,12.8,1995,52.0,5,106.0,2200.0
Maruti,0.15384615384615385,780000,50000,Diesel,Individual,0,Second Owner,24.52,1248,88.5,7,200.0,1750.0
Maruti,0.2692307692307692,620000,139000,Diesel,Individual,0,First Owner,20.77,1248,88.76,7,200.0,1750.0
Skoda,0.5384615384615384,100000,120000,Petrol,Individual,0,Third Owner,13.1,1781,149.5,5,21.4,1.0
Tata,0.23076923076923078,210000,35000,Petrol,Individual,0,Second Owner,16.7,1172,64.1,5,96.0,3000.0
Renault,0.038461538461538464,786000,7720,Petrol,Individual,0,First Owner,20.0,999,71.0,7,96.0,3500.0
Mahindra,0.23076923076923078,1000000,50000,Diesel,Individual,0,First Owner,15.1,2179,140.0,7,330.0,1600.0
Maruti,0.6923076923076923,120000,60000,Diesel,Individual,0,Second Owner,20.8,1527,58.0,5,789.0,2250.0
Mahindra,0.15384615384615385,750000,100000,Diesel,Individual,0,First Owner,20.8,1461,64.1,5,160.0,2000.0
Hyundai,0.15384615384615385,550000,57882,Petrol,Individual,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Tata,0.07692307692307693,875000,142000,Diesel,Individual,0,First Owner,14.1,2179,147.94,5,320.0,1500.0
Tata,0.07692307692307693,890000,140000,Diesel,Individual,0,Third Owner,14.1,2179,147.94,5,320.0,1500.0
Mahindra,0.19230769230769232,550000,30000,Diesel,Individual,0,First Owner,15.96,2523,62.1,7,195.0,1400.0
Datsun,0.07692307692307693,400000,10000,Petrol,Individual,0,First Owner,19.83,1198,67.0,5,104.0,4000.0
Maruti,0.19230769230769232,290000,30000,Petrol,Individual,0,Second Owner,23.1,998,67.04,5,90.0,3500.0
Tata,0.3076923076923077,150000,90000,Diesel,Individual,0,First Owner,19.09,1396,69.0,5,135.0,2500.0
Maruti,0.19230769230769232,300000,35000,Petrol,Individual,0,Second Owner,15.37,1196,73.0,7,101.0,3000.0
Hyundai,0.038461538461538464,500000,5000,Petrol,Individual,0,First Owner,20.3,1086,68.0,5,99.0,4500.0
Tata,0.2692307692307692,250000,50000,Diesel,Individual,0,First Owner,21.02,1248,88.8,5,200.0,1750.0
Tata,0.2692307692307692,220000,80000,Diesel,Individual,0,First Owner,23.03,1396,69.0,5,140.0,1800.0
Toyota,0.4230769230769231,650000,242000,Diesel,Individual,0,Fourth & Above Owner,12.8,2494,102.0,7,20.4,1400.0
BMW,0.07692307692307693,5500000,22000,Diesel,Individual,1,First Owner,17.09,2993,261.4,4,620.0,2000.0
Maruti,0.11538461538461539,875000,30000,Diesel,Dealer,1,First Owner,28.4,1248,74.02,5,190.0,2000.0
Hyundai,0.038461538461538464,785000,9000,Petrol,Dealer,0,First Owner,18.6,1197,81.83,5,114.7,4000.0
Honda,0.11538461538461539,819999,30000,Petrol,Dealer,0,First Owner,17.5,1199,88.7,5,110.0,4800.0
BMW,0.15384615384615385,2950000,60000,Diesel,Dealer,1,First Owner,21.76,1995,188.0,5,400.0,1750.0
Toyota,0.15384615384615385,1925000,27000,Diesel,Dealer,0,First Owner,13.68,2393,147.51,7,343.0,1400.0
Honda,0.11538461538461539,885000,39000,Diesel,Dealer,0,First Owner,25.5,1498,98.6,5,200.0,1750.0
Ford,0.19230769230769232,680000,64000,Petrol,Dealer,1,First Owner,16.05,1499,110.4,5,140.0,4400.0
Ford,0.11538461538461539,960000,42000,Diesel,Dealer,0,First Owner,23.0,1498,98.96,5,205.0,1750.0
Honda,0.3076923076923077,385000,45000,Petrol,Dealer,0,First Owner,18.5,1198,86.8,5,109.0,4500.0
Tata,0.038461538461538464,1650000,15000,Diesel,Dealer,0,First Owner,17.0,1956,167.67,5,350.0,1750.0
Mahindra,0.07692307692307693,890000,55000,Diesel,Dealer,0,First Owner,18.49,1493,100.0,7,240.0,1600.0
Ford,0.19230769230769232,1275000,64000,Diesel,Dealer,1,First Owner,11.4,2953,153.86,7,380.0,2500.0
BMW,0.07692307692307693,6000000,27000,Diesel,Dealer,1,First Owner,17.09,2993,261.4,4,620.0,2000.0
Maruti,0.038461538461538464,1025000,15000,Petrol,Dealer,1,First Owner,20.28,1462,103.25,5,138.0,4400.0
Volkswagen,0.15384615384615385,675000,69000,Petrol,Dealer,1,First Owner,17.2,1197,103.6,5,175.0,1500.0
Maruti,0.11538461538461539,700000,80000,Petrol,Dealer,0,First Owner,22.0,1197,81.8,5,113.0,4200.0
Ford,0.15384615384615385,780000,60000,Diesel,Dealer,0,First Owner,22.77,1498,98.59,5,205.0,1750.0
Hyundai,0.11538461538461539,1050000,70000,Diesel,Dealer,0,First Owner,22.32,1582,126.32,5,259.8,1900.0
Audi,0.19230769230769232,2700000,105000,Diesel,Dealer,1,Second Owner,13.22,2967,241.4,5,580.0,1400.0
Tata,0.15384615384615385,400000,100000,Diesel,Individual,0,First Owner,22.95,1248,74.0,5,190.0,1750.0
Mahindra,0.34615384615384615,400000,100000,Diesel,Individual,0,First Owner,15.96,2523,62.1,9,195.0,1440.0
Maruti,0.4230769230769231,85000,90000,Petrol,Individual,0,Second Owner,19.7,796,46.3,5,62.0,3000.0
